K_BREV_T;K_FAGOMRADE;K_DOK_T;K_DOK_KATEGORI;BREVGRUPPE;REDIGERBART;DEKODE;DATO_FOM;DATO_TOM;ER_GYLDIG;DATO_OPPRETTET;OPPRETTET_AV;DATO_ENDRET;ENDRET_AV;K_BREV_REGEL_T;K_BREV_KATEGORI_T;K_BREV_UTLAND_T;K_BREV_KONTEKST_T;SYNLIG_FOR_VEILEDER;K_BREV_KRAV_T;VIS_I_PSELV;PRIORITET;DOKUMENT_TYPE_ID;DOKSYS;DOKUMENT_TYPE_ID_1;DOKUMENTMAL;DOKUMENTMAL_FELLESELEMENT;DOKUMENTMAL_REFERANSE;DATO_OPPRETTET_1;OPPRETTET_AV_1;DATO_ENDRET_1;ENDRET_AV_1;VERSJON
PE_AP_04_920;PEN;U;VB;brevgr002;1;Vedtak - endring av alderspensjon - utenlandssak;1899-12-31;;1;2008-09-30 14.00.00,000000000;Johan Dahl;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;UTLAND;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_AP_04_921;PEN;U;VB;brevgr011;0;Vedtak - endring av opptjening - alderspensjon;1899-12-31;;1;2010-08-16 14.00.00,000000000;Mathilde Eidem;2015-01-21 08.00.00,000000000;Kristen H�rum;GN;;;;;;1;;;;;;;;;;;;
PE_AP_04_922;PEN;U;IB;brevgr001;1;Informasjon om uttakstidspunkt ved mellombehandling av alderspensjon;1899-12-31;;1;2011-01-07 14.00.00,000000000;Mathilde Eidem;2011-04-05 16.00.00,000000000;Espen Nyg�rd;OVRIGE;INFORMASJON;UTLAND;SAK;;ALLE;1;;;;;;;;;;;;
PE_AP_05_001;PEN;U;VB;brevgr001;1;Dummybrev AP 2016/2025;1899-12-31;;1;2010-09-30 10.00.00,000000000;Cato Haukeland;2011-04-05 16.00.00,000000000;Espen Nyg�rd;;;;;;;1;;;;;;;;;;;;
PE_BA_01_100;PEN;U;B;brevgr001;0;Informasjon til deg som fyller 67 �r;1899-12-31;;1;2009-10-22 16.00.00,000000000;Cato Haukeland;2011-04-05 16.00.00,000000000;Espen Nyg�rd;;;;;;;1;;;;;;;;;;;;
PE_BA_01_101;PEN;U;B;brevgr001;0;Informasjon til deg som fyller 67 �r og mottar gjenlevendepensjon;1899-12-31;2019-11-11;0;2009-10-22 16.00.00,000000000;Cato Haukeland;2011-04-05 16.00.00,000000000;Espen Nyg�rd;;;;;;;1;;;;;;;;;;;;
PE_BA_01_102;PEN;U;B;brevgr001;0;Informasjon til deg som fyller 67 �r og mottar gjenlevendepensjon;1899-12-31;2019-11-11;0;2009-10-22 16.00.00,000000000;Cato Haukeland;2011-04-05 16.00.00,000000000;Espen Nyg�rd;;;;;;;1;;;;;;;;;;;;
PE_BA_01_103;PEN;U;B;brevgr001;0;Informasjon til deg som fyller 67 �r og mottar uf�retrygd;1899-12-31;;1;2009-10-22 16.00.00,000000000;Cato Haukeland;2016-07-26 16.30.00,000000000;Tor Egil Jacobsen;;;;;;;1;;;;;;;;;;;;
PE_BA_01_104;PEN;U;B;brevgr001;0;Informasjon til deg som fyller 67 �r og mottar gradert uf�retrygd;1899-12-31;;1;2009-10-22 16.00.00,000000000;Cato Haukeland;2016-07-26 16.30.00,000000000;Tor Egil Jacobsen;;;;;;;1;;;;;;;;;;;;
PE_BA_01_105;PEN;U;B;brevgr001;0;Informasjon til deg som fyller 67 �r og mottar uf�retrygd og alderspensjon;1899-12-31;;1;2009-10-22 16.00.00,000000000;Cato Haukeland;2016-07-26 16.30.00,000000000;Tor Egil Jacobsen;;;;;;;1;;;;;;;;;;;;
PE_BA_01_106;PEN;U;B;brevgr001;0;Informasjon til deg som fyller 67 �r og mottar AFP;1899-12-31;;1;2009-10-22 16.00.00,000000000;Cato Haukeland;2011-04-05 16.00.00,000000000;Espen Nyg�rd;;;;;;;1;;;;;;;;;;;;
PE_BA_01_107;PEN;U;B;brevgr001;0;Informasjon til deg som fyller 67 �r og mottar familiepleierytelse;1899-12-31;;1;2009-10-22 16.00.00,000000000;Cato Haukeland;2011-04-05 16.00.00,000000000;Espen Nyg�rd;;;;;;;1;;;;;;;;;;;;
PE_BA_01_108;PEN;U;IB;brevgr001;0;Informasjon om vilk�r for rett til ektefelletillegg;1899-12-31;;1;2010-04-23 16.00.00,000000000;H. Martinsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;;INFORMASJON;NASJONALT;SAK;;;1;;;;;;;;;;;;
PE_BA_01_200;PEN;U;IB;brevgr001;0;Informasjonsbrev AFP etteroppgj�r;1899-12-31;2011-01-31;0;2010-09-30 10.00.00,000000000;Cato Haukeland;2011-04-05 16.00.00,000000000;Espen Nyg�rd;;;;;;;1;;;;;;;;;;;;
PE_BA_04_501;PEN;U;VB;brevgr002;0;Vedtak - fors�rgingstillegg fra folketrygden;1899-12-31;;1;2008-01-24 09.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_502;PEN;U;VB;brevgr002;0;Vedtak - fors�rgingstillegg fra folketrygden;1899-12-31;;1;2008-01-24 09.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_503;PEN;U;VB;brevgr002;0;Vedtak - fors�rgingstillegg fra folketrygden;1899-12-31;;1;2008-01-24 09.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_504;PEN;U;VB;brevgr002;0;Vedtak - alderspensjon fra folketrygden;1899-12-31;;1;2008-01-24 09.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_505;PEN;U;VB;brevgr010;0;Vedtak - endring av uf�retrygd fordi du fyller 20 �r;1899-12-31;;1;2008-01-24 09.00.00,000000000;H. Abrahamsen;2014-08-20 15.39.00,000000000;Jenny Le;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_506;PEN;U;VB;brevgr002;0;Vedtak - endring av alderspensjon fordi du fyller 70 �r;1899-12-31;;1;2008-01-24 09.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_507;PEN;U;VB;brevgr002;0;Vedtak - endring i pensjonsopptjening;1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_508;PEN;U;VB;brevgr002;0;Vedtak - endring i pensjonsopptjening;1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_509;PEN;U;VB;brevgr002;0;Vedtak - endring i pensjonsopptjening;1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_510;PEN;U;VB;brevgr002;0;Vedtak - endring i pensjonsopptjening;1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_511;PEN;U;VB;brevgr002;0;Vedtak - endring i pensjonsopptjening;1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_512;PEN;U;VB;brevgr002;0;Vedtak - endring i pensjonsopptjening;1899-12-31;;1;2008-01-24 09.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_515;PEN;U;VB;brevgr002;0;Vedtak - alderspensjon fra folketrygden;1899-12-31;;1;2008-01-24 09.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_516;PEN;U;VB;brevgr002;0;Vedtak - alderspensjon fra folketrygden;1899-12-31;;1;2008-01-24 09.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_520;PEN;U;VB;brevgr002;0;Vedtak - endring av alderspensjon fordi ektefelle/partner/samboers pensjon eller uf�retrygd er endret;1899-12-31;;1;2008-08-14 14.00.00,000000000;Johan Dahl;2016-07-26 16.30.00,000000000;Tor Egil Jacobsen;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_521;PEN;U;VB;brevgr002;0;Vedtak - endring av uf�repensjon fordi din eller din ektefelle/partner/samboers pensjon er endret;1899-12-31;;1;2008-08-14 14.00.00,000000000;Johan Dahl;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_522;PEN;U;VB;brevgr002;0;Vedtak - endring av AFP fordi ektefelle/partner/samboers pensjon eller uf�retrygd er endret;1899-12-31;;1;2008-08-14 14.00.00,000000000;Johan Dahl;2016-07-26 16.30.00,000000000;Tor Egil Jacobsen;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_523;PEN;U;VB;brevgr002;0;Vedtak - endring av gjenlevendepensjon fordi ektefelle/partner/samboers pensjon eller uf�retrygd er endret;1899-12-31;;1;2008-08-14 14.00.00,000000000;Johan Dahl;2016-07-26 16.30.00,000000000;Tor Egil Jacobsen;GG;;;;;;1;;;;;;;;;;;;
PE_BA_04_525;PEN;U;VB;brevgr007;0;Vedtak - opph�r av barnetillegg;1899-12-31;;1;2010-01-19 14.00.00,000000000;Mathilde Eidem;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GN;;;;;;1;;;;;;;;;;;;
PE_BA_04_526;PEN;U;VB;brevgr007;0;Vedtak - opph�r barne- og ektefelletillegg;1899-12-31;;1;2010-01-19 14.00.00,000000000;Mathilde Eidem;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GN;;;;;;1;;;;;;;;;;;;
PE_BA_04_527;PEN;U;VB;brevgr007;0;Vedtak - opph�r av ektefelletilegg;1899-12-31;;1;2010-01-19 14.00.00,000000000;Mathilde Eidem;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GN;;;;;;1;;;;;;;;;;;;
PE_BA_04_528;PEN;U;VB;brevgr007;0;Vedtak - omregning av uf�retrygd til alderspensjon;1899-12-31;;1;2010-01-19 14.00.00,000000000;Mathilde Eidem;2016-07-26 16.30.00,000000000;Tor Egil Jacobsen;GN;;;;;;1;;;;;;;;;;;;
PE_BA_04_529;PEN;U;VB;brevgr007;0;Vedtak - omregning av gjenlevendepensjon til alderspensjon;1899-12-31;2019-09-30;0;2010-01-19 14.00.00,000000000;Mathilde Eidem;2019-06-12 10.00.00,000000000;PK-57161;GN;;;;;;1;;;;;;;;;;;;
PE_BA_04_530;PEN;U;VB;brevgr007;0;Vedtak - omregning av AFP til alderspensjon;1899-12-31;;1;2010-01-19 14.00.00,000000000;Mathilde Eidem;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GN;;;;;;1;;;;;;;;;;;;
PE_BA_04_531;PEN;U;VB;brevgr007;0;Vedtak - fra familiepleierytelse til alderspensjon;1899-12-31;;1;2010-01-19 14.00.00,000000000;Mathilde Eidem;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GN;;;;;;1;;;;;;;;;;;;
PE_BA_04_532;PEN;U;VB;brevgr007;0;Vedtak - endring av alderspensjon fordi ektefelle fyller 60 �r;1899-12-31;;1;2010-01-19 14.00.00,000000000;Mathilde Eidem;2011-04-05 16.00.00,000000000;Espen Nyg�rd;OVRIGE;;;;;;1;;;;;;;;;;;;
PE_BA_04_533;PEN;U;VB;brevgr007;0;Vedtak - endring av alderspensjon fordi du fyller 75 �r;1899-12-31;;1;2010-01-19 14.00.00,000000000;Mathilde Eidem;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GN;;;;;;1;;;;;;;;;;;;
PE_BA_04_534;PEN;U;VB;brevgr007;0;Vedtak - endring av alderspensjon - innvilgelse av skjermingstillegg;1899-12-31;;1;2011-10-05 08.00.00,000000000;Anders Stillerud;2011-10-13 08.00.00,000000000;Tommy Odinsen;GN;VEDTAK;ALLTID;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_BP_01_001;PEN;U;IB;brevgr001;0;Informasjon til deg som snart fyller 18 �r om forlenget barnepensjon til foreldrel�se barn;1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;INFORMASJON;NASJONALT;SAK;;;1;;;;;;;;;;;;
PE_BP_01_002;PEN;U;IB;brevgr001;0;Informasjon til deg som snart fyller 18 �r om forlenget barnepensjon;1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;INFORMASJON;NASJONALT;SAK;;;1;;;;;;;;;;;;
PE_BP_02_001;PEN;U;B;brevgr001;0;S�knad om Barnepensjon til Foreldrelause barn;1899-12-31;2008-01-31;0;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;;;;;;;1;;;;;;;;;;;;
PE_BP_02_003;PEN;U;B;brevgr001;0;S�knad BP - Fortsatt BP etter Fylte 18 �r;1899-12-31;2008-01-31;0;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;;;;;;;1;;;;;;;;;;;;
PE_BP_04_001;PEN;U;VB;brevgr002;1;Vedtak - innvilgelse av barnepensjon;1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;NASJONALT;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_BP_04_002;PEN;U;VB;brevgr002;1;Vedtak - innvilgelse av barnepensjon - utenlandssak;1899-12-31;;1;2010-08-31 16.00.00,000000000;Mathilde Eidem;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;UTLAND;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_BP_04_010;PEN;U;VB;brevgr003;1;Vedtak - avslag p� barnepensjon;1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;NASJONALT;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_BP_04_011;PEN;U;VB;brevgr003;1;Vedtak - avslag p� barnepensjon - utenlandssak;1899-12-31;;1;2010-08-31 16.00.00,000000000;Mathilde Eidem;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;UTLAND;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_BP_04_020;PEN;U;VB;brevgr002;1;Vedtak - endring av barnepensjon;1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;NASJONALT;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_BP_04_021;PEN;U;VB;brevgr002;1;Vedtak - endring av barnepensjon - utenlandssak;1899-12-31;;1;2010-08-31 16.00.00,000000000;Mathilde Eidem;2011-04-06 16.00.00,000000000;Mathilde Eidem;GG;VEDTAK;UTLAND;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_BP_04_022;PEN;U;VB;brevgr002;0;Vedtak - omregning  av barnepensjon;1899-12-31;;1;2011-01-25 16.00.00,000000000;Espen Nyg�rd;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_BP_04_030;PEN;U;VB;brevgr003;1;Vedtak - opph�r av barnepensjon;1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;NASJONALT;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_BP_04_031;PEN;U;VB;brevgr003;1;Vedtak - opph�r av barnepensjon - utenlandssak;1899-12-31;;1;2010-08-31 16.00.00,000000000;Mathilde Eidem;2011-04-15 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;UTLAND;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_FT_01_002;PEN;U;IB;brevgr007;1;Vedtak - fortsatt rett til ektefelletillegg;1899-12-31;;1;2010-12-16 12.00.00,000000000;Cato Haukeland;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GN;VEDTAK;NASJONALT;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_FT_01_003;PEN;U;VB;brevgr007;1;Vedtak - opph�r av ektefelletilegg fordi ektefelle/partner/samboer har rett til egen hel pensjon;1899-12-31;;1;2010-12-16 12.00.00,000000000;Cato Haukeland;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GN;VEDTAK;NASJONALT;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_FT_01_004;PEN;U;VB;brevgr007;0;Vedtak - opph�r av ektefelletilegg fordi ektefelle/partner/samboer har rett til egen hel pensjon;1899-12-31;;1;2010-08-19 16.00.00,000000000;Mathilde Eidem;2011-04-05 16.00.00,000000000;Espen Nyg�rd;NN;;;;;;1;;;;;;;;;;;;
PE_FT_01_005;PEN;U;VB;brevgr002;0;Vedtak - opph�r av ektefelletilegg fordi ektefelle/partner/samboer har rett til egen hel pensjon;1899-12-31;;1;2007-08-13 16.00.00,000000000;Mathilde Eidem;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_FT_01_006;PEN;U;VB;brevgr002;1;Vedtak - opph�r av ektefelletilegg fordi ektefelle/partner/samboer har rett til egen hel pensjon;1899-12-31;;1;2010-12-16 12.00.00,000000000;Cato Haukeland;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;NASJONALT;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_FT_01_007;PEN;U;IB;brevgr002;1;Vedtak - fortsatt rett til ektefelletillegg;1899-12-31;;1;2010-12-16 12.00.00,000000000;Cato Haukeland;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;NASJONALT;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_FT_02_001;PEN;U;B;brevgr001;0;S�knad om Fors�rgertillegg;1899-12-31;2008-01-31;0;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;;;;;;1;;;;;;;;;;;;
PE_GP_01_001;PEN;U;IB;brevgr001;1;Informasjon til gjenlevende uten ytelse;1899-12-31;2018-09-23;0;2007-11-09 16.00.00,000000000;H. Abrahamsen;2018-08-27 10.00.00,000000000;PK-51077;GG;INFORMASJON;NASJONALT;SAK;;;1;;;;;;;;;;;;
PE_GP_01_002;PEN;U;IB;brevgr001;1;Informasjon til gjenlevende med barn under 18 �r;1899-12-31;2018-09-23;0;2007-11-09 16.00.00,000000000;H. Abrahamsen;2018-08-27 10.00.00,000000000;PK-51077;GG;INFORMASJON;NASJONALT;SAK;;;1;;;;;;;;;;;;
PE_GP_01_003;PEN;U;IB;brevgr001;1;Informasjon om barnepensjon til foreldrel�se barn;1899-12-31;2018-09-23;0;2007-11-09 16.00.00,000000000;H. Abrahamsen;2018-08-27 10.00.00,000000000;PK-51077;GG;INFORMASJON;NASJONALT;SAK;;;1;;;;;;;;;;;;
PE_GP_01_004;PEN;U;IB;brevgr001;1;Informasjon om barnepensjon til barn som ikke bor med gjenlevende forelder;1899-12-31;2018-09-23;0;2007-11-09 16.00.00,000000000;H. Abrahamsen;2018-08-27 10.00.00,000000000;PK-51077;GG;INFORMASJON;NASJONALT;SAK;;;1;;;;;;;;;;;;
PE_GP_01_005;PEN;U;IB;brevgr001;1;Informasjon til gjenlevende med uf�retrygd som har barn under 18 �r;1899-12-31;2018-09-23;0;2007-11-09 16.00.00,000000000;H. Abrahamsen;2018-08-27 10.00.00,000000000;PK-51077;GG;INFORMASJON;NASJONALT;SAK;;;1;;;;;;;;;;;;
PE_GP_01_006;PEN;U;IB;brevgr001;1;Informasjon til gjenlevende med alderspensjon uten barn under 18 �r;1899-12-31;2018-09-23;0;2007-11-09 16.00.00,000000000;H. Abrahamsen;2018-08-27 10.00.00,000000000;PK-51077;GG;INFORMASJON;NASJONALT;SAK;;;1;;;;;;;;;;;;
PE_GP_01_007;PEN;U;IB;brevgr001;1;Informasjon til gjenlevende med uf�retrygd uten barn under 18 �r;1899-12-31;2018-09-23;0;2007-11-09 16.00.00,000000000;H. Abrahamsen;2018-08-27 10.00.00,000000000;PK-51077;GG;INFORMASJON;NASJONALT;SAK;;;1;;;;;;;;;;;;
PE_GP_01_008;PEN;U;IB;brevgr001;0;Informasjon om rettigheter til gjenlevende ektefelle/partner/samboer;1899-12-31;2018-09-23;0;2010-01-07 16.00.00,000000000;Cato Haukeland;2018-08-27 10.00.00,000000000;PK-51077;;INFORMASJON;NASJONALT;SAK;;;1;;;;;;;;;;;;
PE_GP_01_009;PEN;U;IB;brevgr001;0;Informasjon om rettigheter til gjenlevende barn;1899-12-31;2018-09-23;0;2010-01-07 16.00.00,000000000;Cato Haukeland;2018-08-27 10.00.00,000000000;PK-51077;;INFORMASJON;NASJONALT;SAK;;;1;;;;;;;;;;;;
PE_GP_01_010;PEN;U;B;brevgr001;0;Brev med skjema Krav om st�nad til gjenlevende ektefelle/partner/samboer og gjenlevende barn (NAV 17-01.05);1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;BREV_MED_SKJEMA;NASJONALT;SAK;1;;1;;;;;;;;;;;;
PE_GP_01_011;PEN;U;B;brevgr001;0;Brev med skjema S�knad om barnepensjon n�r en forelder er d�d (NAV 18-04.01);1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;BREV_MED_SKJEMA;NASJONALT;SAK;1;;1;;;;;;;;;;;;
PE_GP_01_012;PEN;U;B;brevgr001;0;Brev med skjema S�knad om barnepensjon til foreldrel�se barn (NAV 18-01.05);1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;GG;BREV_MED_SKJEMA;NASJONALT;SAK;1;;1;;;;;;;;;;;;
PE_GP_02_001;PEN;U;B;brevgr001;0;Krav om st�nad til gjenlevende ektefelle/partner/samboer og gjenlevende barn;1899-12-31;2008-01-31;0;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;;;;;;;1;;;;;;;;;;;;
PE_GP_02_002;PEN;U;B;brevgr001;0;S�knad om Barnepensjon Gjenlevende Barn;1899-12-31;2008-01-31;0;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-04-05 16.00.00,000000000;Espen Nyg�rd;;;;;;;1;;;;;;;;;;;;
PE_GP_04_001;PEN;U;VB;brevgr002;1;Vedtak - innvilgelse av ytelse til gjenlevende;1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-09-15 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;NASJONALT;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_GP_04_010;PEN;U;VB;brevgr003;1;Vedtak - avslag p� ytelse til gjenlevende;1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-09-15 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;NASJONALT;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_GP_04_020;PEN;U;VB;brevgr002;1;Vedtak - endring av ytelse til gjenlevende;1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-09-15 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;NASJONALT;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_GP_04_022;PEN;U;VB;brevgr002;1;Vedtak - delvis eksport av ytelse til gjenlevende;1899-12-31;;1;2009-11-17 16.00.00,000000000;Cato Haukeland;2011-09-15 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;UTLAND;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_GP_04_023;PEN;U;VB;brevgr002;1;Vedtak - innvilgelse av ytelse til gjenlevende (bosatt Norge - f�r utland);1899-12-31;;1;2009-11-17 16.00.00,000000000;Cato Haukeland;2011-09-15 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;UTLAND;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_GP_04_024;PEN;U;VB;brevgr002;1;Vedtak - innvilgelse av ytelse til gjenlevende med endring (bosatt Norge - Etter utland);1899-12-31;;1;2009-11-17 16.00.00,000000000;Cato Haukeland;2011-09-15 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;UTLAND;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_GP_04_025;PEN;U;VB;brevgr002;1;Vedtak - innvilgelse av ytelse til gjenlevende (bosatt Norge - etter utland);1899-12-31;;1;2009-11-17 16.00.00,000000000;Cato Haukeland;2011-09-15 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;UTLAND;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_GP_04_026;PEN;U;VB;brevgr002;1;Vedtak - innvilgelse av ytelse til gjenlevende (bosatt avtaleland);1899-12-31;;1;2009-11-17 16.00.00,000000000;Cato Haukeland;2011-09-15 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;UTLAND;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_GP_04_027;PEN;U;VB;brevgr002;1;Vedtak - innvilgelse av ytelse til gjenlevende (bosatt ikke avtaleland);1899-12-31;;1;2009-11-17 16.00.00,000000000;Cato Haukeland;2011-09-15 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;UTLAND;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_GP_04_028;PEN;U;VB;brevgr002;1;Vedtak - endring av ytelse til gjenlevende (bosatt Norge);1899-12-31;;1;2009-11-17 16.00.00,000000000;Cato Haukeland;2011-09-15 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;UTLAND;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_GP_04_029;PEN;U;VB;brevgr002;1;Vedtak - endring av ytelse til gjenlevende (bosatt utland);1899-12-31;;1;2009-11-17 16.00.00,000000000;Cato Haukeland;2011-09-15 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;UTLAND;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_GP_04_030;PEN;U;VB;brevgr003;1;Vedtak - opph�r av ytelse til gjenlevende;1899-12-31;;1;2007-11-09 16.00.00,000000000;H. Abrahamsen;2011-09-15 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;ALLTID;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_GP_04_031;PEN;U;VB;brevgr003;1;Vedtak - avslag ytelse til gjenlevende (bosatt Norge - f�r utland);1899-12-31;;1;2009-11-17 16.00.00,000000000;Cato Haukeland;2011-09-15 16.00.00,000000000;Espen Nyg�rd;GG;VEDTAK;UTLAND;VEDTAK;;ALLE;1;;;;;;;;;;;;
